Date,Draw,B1,B2,B3,B4,B5,E1,E2,Sum_Balls,Even_Count,Max_Gap,Has_13,Div_3_Count,Div_5_Count
2007-10-29 02:25:07.785153,316,11,22,35,36,40,1,3,144,3,13,False,1,2
2007-11-02 09:35:18.286059,317,1,10,28,33,43,1,6,115,2,18,False,1,1
2007-11-06 16:45:28.786964,318,7,11,25,28,34,4,12,105,2,14,False,0,1
2007-11-10 23:55:39.287869,319,23,27,31,40,46,2,10,167,2,9,False,1,1
2007-11-15 07:05:49.788774,320,1,3,14,31,33,5,6,82,1,17,False,2,0
2007-11-19 14:16:00.289680,321,3,7,8,23,43,4,9,84,1,20,False,1,0
2007-11-23 21:26:10.790585,322,10,16,17,36,43,3,11,122,3,19,False,1,1
2007-11-28 04:36:21.291490,323,5,10,22,27,43,6,7,107,2,16,False,1,2
2007-12-02 11:46:31.792395,324,14,23,31,46,47,1,6,161,2,15,False,0,0
2007-12-06 18:56:42.293301,325,5,10,29,31,42,2,5,117,2,19,False,1,2
2007-12-11 02:06:52.794206,326,5,18,25,36,37,1,6,121,2,13,False,2,2
2007-12-15 09:17:03.295111,327,21,35,42,43,48,4,7,189,2,14,False,3,1
2007-12-19 16:27:13.796016,328,7,10,25,33,47,3,11,122,1,15,False,1,2
2007-12-23 23:37:24.296922,329,8,22,43,47,49,1,2,169,2,21,False,0,0
2007-12-28 06:47:34.797827,330,11,26,29,36,38,1,11,140,3,15,False,1,0
2008-01-01 13:57:45.298732,331,5,6,34,35,45,8,10,125,2,28,False,2,3
2008-01-05 21:07:55.799637,332,2,9,17,18,50,5,7,96,3,32,False,2,1
2008-01-10 04:18:06.300543,333,12,15,28,39,42,5,12,136,3,13,False,4,1
2008-01-14 11:28:16.801448,334,2,3,6,15,38,1,9,64,3,23,False,3,1
2008-01-18 18:38:27.302353,335,11,17,29,36,47,2,4,140,1,12,False,1,0
2008-01-23 01:48:37.803258,336,4,8,12,37,39,2,12,100,3,25,False,2,0
2008-01-27 08:58:48.304164,337,13,14,35,36,39,6,10,137,2,21,True,2,1
2008-01-31 16:08:58.805069,338,25,30,35,38,48,5,12,176,3,10,False,2,3
2008-02-04 23:19:09.305974,339,12,14,28,42,49,2,8,145,4,14,False,2,0
2008-02-09 06:29:19.806879,340,5,8,11,41,47,2,6,112,1,30,False,0,1
2008-02-13 13:39:30.307785,341,1,5,11,20,29,2,11,66,1,9,False,0,2
2008-02-17 20:49:40.808690,342,8,11,28,39,48,3,10,134,3,17,False,2,0
2008-02-22 03:59:51.309595,343,2,5,9,31,46,6,9,93,2,22,False,1,1
2008-02-26 11:10:01.810500,344,14,24,29,33,48,2,12,148,3,15,False,3,0
2008-03-01 18:20:12.311406,345,4,24,27,31,32,1,6,118,3,20,False,2,0
2008-03-06 01:30:22.812311,346,10,13,38,46,50,6,7,157,4,25,True,0,2
2008-03-10 08:40:33.313216,347,13,15,17,28,36,2,12,109,2,11,True,2,1
2008-03-14 15:50:43.814121,348,10,12,20,25,26,9,10,93,4,8,False,1,3
2008-03-18 23:00:54.315027,349,5,15,19,21,32,2,7,92,1,11,False,2,2
2008-03-23 06:11:04.815932,350,3,4,10,20,49,1,11,86,3,29,False,1,2
2008-03-27 13:21:15.316837,351,5,8,12,21,39,1,12,85,2,18,False,3,1
2008-03-31 20:31:25.817742,352,19,22,31,39,46,7,8,157,2,9,False,1,0
2008-04-05 03:41:36.318648,353,1,22,33,40,42,7,8,138,3,21,False,2,1
2008-04-09 10:51:46.819553,354,11,15,34,46,50,3,7,156,3,19,False,1,2
2008-04-13 18:01:57.320458,355,10,14,24,27,33,6,7,108,3,10,False,3,1
2008-04-18 01:12:07.821363,356,5,22,27,47,50,1,9,151,2,20,False,1,2
2008-04-22 08:22:18.322269,357,12,36,41,47,50,1,8,186,3,24,False,2,1
2008-04-26 15:32:28.823174,358,16,18,27,36,39,8,12,136,3,9,False,4,0
2008-04-30 22:42:39.324079,359,7,10,29,34,39,7,10,119,2,19,False,1,1
2008-05-05 05:52:49.824984,360,9,13,16,27,40,2,6,105,2,13,True,2,1
2008-05-09 13:03:00.325890,361,1,13,22,27,47,5,10,110,1,20,True,1,0
2008-05-13 20:13:10.826795,362,3,6,17,20,48,7,8,94,3,28,False,3,1
2008-05-18 03:23:21.327700,363,20,21,32,44,46,1,7,163,4,12,False,1,1
2008-05-22 10:33:31.828605,364,1,6,19,24,39,7,9,89,2,15,False,3,0
2008-05-26 17:43:42.329511,365,7,18,37,49,50,3,4,161,2,19,False,1,1
2008-05-31 00:53:52.830416,366,6,8,37,38,47,5,9,136,3,29,False,1,0
2008-06-04 08:04:03.331321,367,5,11,31,36,39,5,10,122,1,20,False,2,1
2008-06-08 15:14:13.832226,368,7,21,24,27,34,5,8,113,2,14,False,3,0
2008-06-12 22:24:24.333132,369,5,9,20,32,43,2,11,109,2,12,False,1,2
2008-06-17 05:34:34.834037,370,11,23,36,42,47,5,10,159,2,13,False,2,0
2008-06-21 12:44:45.334942,371,5,20,24,35,41,8,10,125,2,15,False,1,3
2008-06-25 19:54:55.835847,372,14,24,26,32,33,11,12,129,4,10,False,2,0
2008-06-30 03:05:06.336753,373,7,20,32,38,45,6,7,142,3,13,False,1,2
2008-07-04 10:15:16.837658,374,8,15,16,25,32,8,11,96,3,9,False,1,2
2008-07-08 17:25:27.338563,375,6,13,32,48,49,5,10,148,3,19,True,2,0
2008-07-13 00:35:37.839468,376,13,23,28,32,36,8,12,132,3,10,True,1,0
2008-07-17 07:45:48.340374,377,5,13,32,42,49,1,12,141,2,19,True,1,1
2008-07-21 14:55:58.841279,378,11,12,33,38,41,10,11,135,2,21,False,2,0
2008-07-25 22:06:09.342184,379,2,26,28,43,49,5,6,148,3,24,False,0,0
2008-07-30 05:16:19.843089,380,15,23,28,33,48,6,7,147,2,15,False,3,1
2008-08-03 12:26:30.343995,381,2,11,12,14,38,7,10,77,4,24,False,1,0
2008-08-07 19:36:40.844900,382,11,17,44,46,50,2,3,168,3,27,False,0,1
2008-08-12 02:46:51.345805,383,8,27,29,39,48,7,9,151,2,19,False,3,0
2008-08-16 09:57:01.846710,384,10,12,21,22,49,4,6,114,3,27,False,2,1
2008-08-20 17:07:12.347616,385,4,24,41,43,49,2,8,161,2,20,False,1,0
2008-08-25 00:17:22.848521,386,5,16,30,36,43,7,12,130,3,14,False,2,2
2008-08-29 07:27:33.349426,387,7,14,29,30,36,6,12,116,3,15,False,2,1
2008-09-02 14:37:43.850331,388,19,27,31,36,41,6,8,154,1,8,False,2,0
2008-09-06 21:47:54.351237,389,1,10,11,36,45,8,12,103,2,25,False,2,2
2008-09-11 04:58:04.852142,390,3,14,15,35,43,8,11,110,1,20,False,2,2
2008-09-15 12:08:15.353047,391,8,9,21,26,39,9,12,103,2,13,False,3,0
2008-09-19 19:18:25.853952,392,7,16,24,30,38,9,11,115,4,9,False,2,1
2008-09-24 02:28:36.354858,393,8,11,19,32,35,7,9,105,2,13,False,0,1
2008-09-28 09:38:46.855763,394,1,20,33,41,49,4,5,144,1,19,False,1,1
2008-10-02 16:48:57.356668,395,2,9,19,23,47,1,6,100,1,24,False,1,0
2008-10-06 23:59:07.857573,396,4,17,19,43,49,3,4,132,1,24,False,0,0
2008-10-11 07:09:18.358479,397,5,12,34,40,50,1,2,141,4,22,False,1,3
2008-10-15 14:19:28.859384,398,3,6,24,37,40,1,5,110,3,18,False,3,1
2008-10-19 21:29:39.360289,399,5,9,13,21,22,8,12,70,1,8,True,2,1
2008-10-24 04:39:49.861194,400,3,14,20,23,41,5,8,101,2,18,False,1,1
2008-10-28 11:50:00.362100,401,14,24,27,35,41,3,8,141,2,10,False,2,1
2008-11-01 19:00:10.863005,402,7,13,15,25,27,2,8,87,0,10,True,2,2
2008-11-06 02:10:21.363910,403,4,20,22,35,43,5,6,124,3,16,False,0,2
2008-11-10 09:20:31.864815,404,4,14,18,31,50,1,12,117,4,19,False,1,1
2008-11-14 16:30:42.365721,405,6,15,19,25,45,4,5,110,1,20,False,3,3
2008-11-18 23:40:52.866626,406,4,8,18,36,41,6,8,107,4,18,False,2,0
2008-11-23 06:51:03.367531,407,9,18,19,37,47,4,7,130,1,18,False,2,0
2008-11-27 14:01:13.868436,408,6,18,29,31,44,2,3,128,3,13,False,2,0
2008-12-01 21:11:24.369342,409,1,6,21,22,41,2,6,91,2,19,False,2,0
2008-12-06 04:21:34.870247,410,9,11,24,26,47,4,8,117,2,21,False,2,0
2008-12-10 11:31:45.371152,411,3,29,32,40,46,6,9,150,3,26,False,1,1
2008-12-14 18:41:55.872057,412,21,22,25,29,50,1,5,147,2,21,False,1,2
2008-12-19 01:52:06.372963,413,5,19,25,37,40,3,4,126,1,14,False,0,3
2008-12-23 09:02:16.873868,414,4,9,16,21,48,2,6,98,3,27,False,3,0
2008-12-27 16:12:27.374773,415,14,15,19,29,41,4,9,118,1,12,False,1,1
2008-12-31 23:22:37.875678,416,1,15,34,39,47,5,7,136,1,19,False,2,1
2009-01-05 06:32:48.376584,417,3,25,43,46,50,5,7,167,2,22,False,1,2
2009-01-09 13:42:58.877489,418,5,13,21,44,49,3,8,132,1,23,True,1,1
2009-01-13 20:53:09.378394,419,33,36,38,42,48,4,9,197,4,6,False,4,0
2009-01-18 04:03:19.879299,420,13,27,33,45,46,3,11,164,1,14,True,3,1
2009-01-22 11:13:30.380205,421,1,29,40,42,46,1,9,158,3,28,False,1,1
2009-01-26 18:23:40.881110,422,17,20,22,35,39,11,12,133,2,13,False,1,2
2009-01-31 01:33:51.382015,423,23,30,36,44,46,6,7,179,4,8,False,2,1
2009-02-04 08:44:01.882920,424,2,4,10,41,49,2,5,106,3,31,False,0,1
2009-02-08 15:54:12.383826,425,18,27,30,45,50,2,8,170,3,15,False,4,3
2009-02-12 23:04:22.884731,426,10,19,21,37,50,3,5,137,2,16,False,1,2
2009-02-17 06:14:33.385636,427,16,24,33,38,48,8,11,159,4,10,False,3,0
2009-02-21 13:24:43.886541,428,4,26,33,35,49,2,10,147,2,22,False,1,1
2009-02-25 20:34:54.387447,429,8,10,14,32,40,4,10,104,5,18,False,0,2
2009-03-02 03:45:04.888352,430,7,18,21,22,42,5,11,110,3,20,False,3,0
2009-03-06 10:55:15.389257,431,9,18,33,41,48,7,12,149,2,15,False,4,0
2009-03-10 18:05:25.890162,432,7,11,18,38,42,6,7,116,3,20,False,2,0
2009-03-15 01:15:36.391068,433,16,17,26,48,49,4,12,156,3,22,False,1,0
2009-03-19 08:25:46.891973,434,19,24,25,36,43,2,4,147,2,11,False,2,1
2009-03-23 15:35:57.392878,435,1,14,27,45,48,2,8,135,2,18,False,3,1
2009-03-27 22:46:07.893783,436,16,27,32,37,50,6,11,162,3,13,False,1,1
2009-04-01 05:56:18.394689,437,8,16,18,29,47,2,8,118,3,18,False,1,0
2009-04-05 13:06:28.895594,438,5,19,26,33,48,2,3,131,2,15,False,2,1
2009-04-09 20:16:39.396499,439,9,32,34,42,43,1,2,160,3,23,False,2,0
2009-04-14 03:26:49.897404,440,3,14,40,46,48,1,12,151,4,26,False,2,1
2009-04-18 10:37:00.398310,441,12,14,32,33,48,9,11,139,4,18,False,3,0
2009-04-22 17:47:10.899215,442,2,32,35,36,45,6,9,150,3,30,False,2,2
2009-04-27 00:57:21.400120,443,13,17,23,29,37,3,10,119,0,8,True,0,0
2009-05-01 08:07:31.901025,444,6,9,35,38,48,4,10,136,3,26,False,3,1
2009-05-05 15:17:42.401931,445,1,28,29,46,47,2,8,151,2,27,False,0,0
2009-05-09 22:27:52.902836,446,8,28,33,43,49,5,12,161,2,20,False,1,0
2009-05-14 05:38:03.403741,447,12,20,27,38,40,9,11,137,4,11,False,2,2
2009-05-18 12:48:13.904646,448,2,9,26,31,50,6,11,118,3,19,False,1,1
2009-05-22 19:58:24.405552,449,13,16,19,36,47,9,10,131,2,17,True,1,0
2009-05-27 03:08:34.906457,450,6,14,22,30,31,7,11,103,4,8,False,2,1
2009-05-31 10:18:45.407362,451,11,17,25,26,44,6,11,123,2,18,False,0,1
2009-06-04 17:28:55.908267,452,21,25,31,32,40,1,5,149,2,8,False,1,2
2009-06-09 00:39:06.409173,453,4,17,41,42,50,8,9,154,3,24,False,1,1
2009-06-13 07:49:16.910078,454,1,6,9,18,21,6,7,55,2,9,False,4,0
2009-06-17 14:59:27.410983,455,2,8,9,15,35,5,11,69,2,20,False,2,2
2009-06-21 22:09:37.911888,456,23,31,34,37,49,1,10,174,1,12,False,0,0
2009-06-26 05:19:48.412794,457,21,24,28,30,49,8,9,152,3,19,False,3,1
2009-06-30 12:29:58.913699,458,1,3,15,23,34,4,9,76,1,12,False,2,1
2009-07-04 19:40:09.414604,459,7,8,14,23,37,9,11,89,2,14,False,0,0
2009-07-09 02:50:19.915509,460,5,11,17,41,50,2,4,124,1,24,False,0,2
2009-07-13 10:00:30.416415,461,3,18,19,24,25,4,10,89,2,15,False,3,1
2009-07-17 17:10:40.917320,462,4,12,19,30,39,6,8,104,3,11,False,3,1
2009-07-22 00:20:51.418225,463,11,20,36,38,43,7,11,148,3,16,False,1,1
2009-07-26 07:31:01.919130,464,15,19,24,38,46,3,6,142,3,14,False,2,1
2009-07-30 14:41:12.420036,465,12,14,21,38,45,1,8,130,3,17,False,3,1
2009-08-03 21:51:22.920941,466,19,38,39,44,47,2,8,187,2,19,False,1,0
2009-08-08 05:01:33.421846,467,1,2,5,15,22,4,10,45,2,10,False,1,2
2009-08-12 12:11:43.922751,468,17,31,34,36,46,2,4,164,3,14,False,1,0
2009-08-16 19:21:54.423657,469,4,13,19,34,41,8,9,111,2,15,True,0,0
2009-08-21 02:32:04.924562,470,1,3,28,38,44,9,10,114,3,25,False,1,0
2009-08-25 09:42:15.425467,471,1,3,8,38,39,9,10,89,2,30,False,2,0
2009-08-29 16:52:25.926372,472,6,11,27,33,48,3,4,125,2,16,False,4,0
2009-09-03 00:02:36.427278,473,4,18,36,38,41,7,8,137,4,18,False,2,0
2009-09-07 07:12:46.928183,474,12,17,22,34,39,9,12,124,3,12,False,2,0
2009-09-11 14:22:57.429088,475,22,24,30,35,39,5,8,150,3,6,False,3,2
2009-09-15 21:33:07.929993,476,6,15,30,38,40,9,11,129,4,15,False,3,3
2009-09-20 04:43:18.430899,477,14,25,37,40,44,1,10,160,3,12,False,0,2
2009-09-24 11:53:28.931804,478,10,11,32,35,48,4,6,136,3,21,False,1,2
2009-09-28 19:03:39.432709,479,3,21,30,45,47,2,8,146,1,18,False,4,2
2009-10-03 02:13:49.933614,480,31,34,36,43,45,6,8,189,2,7,False,2,1
2009-10-07 09:24:00.434520,481,6,19,21,44,47,2,3,137,2,23,False,2,0
2009-10-11 16:34:10.935425,482,4,7,20,32,47,4,12,110,3,15,False,0,1
2009-10-15 23:44:21.436330,483,4,29,40,43,50,5,8,166,3,25,False,0,2
2009-10-20 06:54:31.937235,484,25,29,34,41,42,7,10,171,2,7,False,1,1
2009-10-24 14:04:42.438141,485,28,30,34,45,46,2,7,183,4,11,False,2,2
2009-10-28 21:14:52.939046,486,8,10,25,29,43,5,6,115,2,15,False,0,2
2009-11-02 04:25:03.439951,487,5,13,28,30,33,1,2,109,2,15,True,2,2
2009-11-06 11:35:13.940856,488,9,26,35,39,43,7,12,152,1,17,False,2,1
2009-11-10 18:45:24.441762,489,7,13,27,35,39,3,7,121,0,14,True,2,1
2009-11-15 01:55:34.942667,490,15,24,31,40,41,8,11,151,2,9,False,2,2
2009-11-19 09:05:45.443572,491,9,13,32,38,41,8,10,133,2,19,True,1,0
2009-11-23 16:15:55.944477,492,6,8,21,30,50,3,10,115,4,20,False,3,2
2009-11-27 23:26:06.445383,493,7,20,21,36,43,7,8,127,2,15,False,2,1
2009-12-02 06:36:16.946288,494,8,15,39,42,50,3,8,154,3,24,False,3,2
2009-12-06 13:46:27.447193,495,12,19,27,47,48,1,5,153,2,20,False,3,0
2009-12-10 20:56:37.948098,496,3,7,32,33,43,9,10,118,1,25,False,2,0
2009-12-15 04:06:48.449004,497,19,20,30,38,47,3,10,154,3,10,False,1,2
2009-12-19 11:16:58.949909,498,3,7,13,16,26,3,6,65,2,10,True,1,0
2009-12-23 18:27:09.450814,499,11,23,31,36,41,3,9,142,1,12,False,1,0
2009-12-28 01:37:19.951719,500,10,17,23,44,50,1,10,144,3,21,False,0,2
2010-01-01 08:47:30.452625,501,17,28,29,32,39,3,8,145,2,11,False,1,0
2010-01-05 15:57:40.953530,502,16,29,35,41,49,1,2,170,1,13,False,0,1
2010-01-09 23:07:51.454435,503,13,14,23,26,30,2,7,106,3,9,True,1,1
2010-01-14 06:18:01.955340,504,1,10,28,35,46,3,10,120,3,18,False,0,2
2010-01-18 13:28:12.456246,505,9,16,30,35,39,2,3,129,2,14,False,3,2
2010-01-22 20:38:22.957151,506,6,7,32,45,49,6,11,139,2,25,False,2,1
2010-01-27 03:48:33.458056,507,2,6,11,16,48,3,8,83,4,32,False,2,0
2010-01-31 10:58:43.958961,508,10,15,40,48,49,4,7,162,3,25,False,2,3
2010-02-04 18:08:54.459867,509,28,35,36,44,48,2,7,191,4,8,False,2,1
2010-02-09 01:19:04.960772,510,9,11,17,19,32,3,7,88,1,13,False,1,0
2010-02-13 08:29:15.461677,511,1,8,11,27,50,6,9,97,2,23,False,1,1
2010-02-17 15:39:25.962582,512,8,12,17,18,48,3,4,103,4,30,False,3,0
2010-02-21 22:49:36.463488,513,6,7,16,34,48,3,10,111,4,18,False,2,0
2010-02-26 05:59:46.964393,514,7,23,34,41,50,9,11,155,2,16,False,0,1
2010-03-02 13:09:57.465298,515,6,12,26,30,44,4,11,118,5,14,False,3,1
2010-03-06 20:20:07.966203,516,1,8,23,28,32,3,11,92,3,15,False,0,0
2010-03-11 03:30:18.467109,517,7,20,21,22,36,5,10,106,3,14,False,2,1
2010-03-15 10:40:28.968014,518,5,6,21,32,47,2,11,111,2,15,False,2,1
2010-03-19 17:50:39.468919,519,2,6,10,17,19,2,5,54,3,7,False,1,1
2010-03-24 01:00:49.969824,520,13,33,34,46,48,5,11,174,3,20,True,2,0
2010-03-28 08:11:00.470730,521,7,17,28,48,49,9,12,149,2,20,False,1,0
2010-04-01 15:21:10.971635,522,1,11,30,37,43,2,7,122,1,19,False,1,1
2010-04-05 22:31:21.472540,523,2,9,16,19,27,6,11,73,2,8,False,2,0
2010-04-10 05:41:31.973445,524,4,8,25,28,33,2,10,98,3,17,False,1,1
2010-04-14 12:51:42.474351,525,12,26,38,42,44,1,2,162,5,14,False,2,0
2010-04-18 20:01:52.975256,526,25,36,40,46,47,3,5,194,3,11,False,1,2
2010-04-23 03:12:03.476161,527,18,22,31,37,45,9,10,153,2,9,False,2,1
2010-04-27 10:22:13.977066,528,5,20,31,33,43,4,10,132,1,15,False,1,2
2010-05-01 17:32:24.477972,529,12,18,19,23,33,3,11,105,2,10,False,3,0
2010-05-06 00:42:34.978877,530,14,16,23,38,43,1,8,134,3,15,False,0,0
2010-05-10 07:52:45.479782,531,8,12,18,34,39,2,4,111,4,16,False,3,0
2010-05-14 15:02:55.980687,532,7,14,39,41,49,2,3,150,1,25,False,1,0
2010-05-18 22:13:06.481593,533,15,25,43,46,48,10,12,177,2,18,False,2,2
2010-05-23 05:23:16.982498,534,4,19,21,32,43,4,8,119,2,15,False,1,0
2010-05-27 12:33:27.483403,535,4,8,9,29,30,1,4,80,3,20,False,2,1
2010-05-31 19:43:37.984308,536,5,17,24,38,44,8,10,128,3,14,False,1,1
2010-06-05 02:53:48.485214,537,1,19,24,26,31,1,9,101,2,18,False,1,0
2010-06-09 10:03:58.986119,538,21,30,32,42,48,8,9,173,4,10,False,4,1
2010-06-13 17:14:09.487024,539,1,10,15,18,32,6,11,76,3,14,False,2,2
2010-06-18 00:24:19.987929,540,6,16,39,40,49,2,10,150,3,23,False,2,1
2010-06-22 07:34:30.488835,541,6,9,47,48,50,4,8,160,3,38,False,3,1
2010-06-26 14:44:40.989740,542,18,22,38,42,43,7,12,163,4,16,False,2,0
2010-06-30 21:54:51.490645,543,1,11,21,25,27,2,9,85,0,10,False,2,1
2010-07-05 05:05:01.991550,544,11,17,23,30,47,9,10,128,1,17,False,1,1
2010-07-09 12:15:12.492456,545,8,20,38,43,44,4,9,153,4,18,False,0,1
2010-07-13 19:25:22.993361,546,25,30,32,42,46,2,9,175,4,10,False,2,2
2010-07-18 02:35:33.494266,547,3,16,24,31,39,2,12,113,2,13,False,3,0
2010-07-22 09:45:43.995171,548,4,13,14,19,26,3,4,76,3,9,True,0,0
2010-07-26 16:55:54.496077,549,18,30,33,36,50,4,11,167,4,14,False,4,2
2010-07-31 00:06:04.996982,550,13,24,28,40,48,4,12,153,4,12,True,2,1
2010-08-04 07:16:15.497887,551,4,23,25,46,47,6,8,145,2,21,False,0,1
2010-08-08 14:26:25.998793,552,1,10,20,36,42,10,11,109,4,16,False,2,2
2010-08-12 21:36:36.499698,553,1,14,32,35,49,3,9,131,2,18,False,0,1
2010-08-17 04:46:47.000603,554,1,5,12,14,30,6,7,62,3,16,False,2,2
2010-08-21 11:56:57.501508,555,21,37,39,40,48,3,7,185,2,16,False,3,1
2010-08-25 19:07:08.002414,556,6,8,20,28,49,1,5,111,4,21,False,1,1
2010-08-30 02:17:18.503319,557,14,16,21,27,47,4,10,125,2,20,False,2,0
2010-09-03 09:27:29.004224,558,10,14,18,21,32,7,8,95,4,11,False,2,1
2010-09-07 16:37:39.505129,559,27,35,37,44,48,5,9,191,2,8,False,2,1
2010-09-11 23:47:50.006035,560,4,6,15,22,31,5,7,78,3,9,False,2,1
2010-09-16 06:58:00.506940,561,9,25,35,39,40,3,11,148,1,16,False,2,3
2010-09-20 14:08:11.007845,562,8,12,13,26,44,1,7,103,4,18,True,1,0
2010-09-24 21:18:21.508750,563,4,7,17,44,49,3,8,121,2,27,False,0,0
2010-09-29 04:28:32.009656,564,2,10,11,13,18,6,10,54,3,8,True,1,1
2010-10-03 11:38:42.510561,565,6,10,14,21,24,4,9,75,4,7,False,3,1
2010-10-07 18:48:53.011466,566,14,28,30,31,47,1,12,150,3,16,False,1,1
2010-10-12 01:59:03.512371,567,1,2,14,20,31,1,3,68,3,12,False,0,1
2010-10-16 09:09:14.013277,568,6,11,15,33,35,1,8,100,1,18,False,3,2
2010-10-20 16:19:24.514182,569,1,5,17,43,44,3,5,110,1,26,False,0,1
2010-10-24 23:29:35.015087,570,6,18,32,39,50,7,10,145,4,14,False,3,1
2010-10-29 06:39:45.515992,571,3,4,23,25,39,2,10,94,1,19,False,2,1
2010-11-02 13:49:56.016898,572,7,12,13,14,42,3,12,88,3,28,True,2,0
2010-11-06 21:00:06.517803,573,16,17,40,43,50,7,10,166,3,23,False,0,2
2010-11-11 04:10:17.018708,574,7,8,19,24,35,2,7,93,2,11,False,1,1
2010-11-15 11:20:27.519613,575,14,15,18,27,33,5,11,107,2,9,False,4,1
2010-11-19 18:30:38.020519,576,17,20,25,40,49,7,8,151,2,15,False,0,3
2010-11-24 01:40:48.521424,577,19,32,34,38,46,10,11,169,4,13,False,0,0
2010-11-28 08:50:59.022329,578,1,8,14,17,46,1,3,86,3,29,False,0,0
2010-12-02 16:01:09.523234,579,15,21,30,34,48,2,4,148,3,14,False,4,2
2010-12-06 23:11:20.024140,580,3,7,12,26,43,8,9,91,2,17,False,2,0
2010-12-11 06:21:30.525045,581,1,7,12,17,43,5,11,80,1,26,False,1,0
2010-12-15 13:31:41.025950,582,11,12,14,32,34,5,10,103,4,18,False,1,0
2010-12-19 20:41:51.526855,583,5,13,27,29,31,7,12,105,0,14,True,1,1
2010-12-24 03:52:02.027761,584,3,13,29,37,48,4,11,130,1,16,True,2,0
2010-12-28 11:02:12.528666,585,1,5,13,21,35,1,11,75,0,14,True,1,2
2011-01-01 18:12:23.029571,586,13,18,19,27,35,9,10,112,1,8,True,2,1
2011-01-06 01:22:33.530476,587,1,2,8,20,36,2,12,67,4,16,False,1,1
2011-01-10 08:32:44.031382,588,2,8,14,40,43,3,4,107,4,26,False,0,1
2011-01-14 15:42:54.532287,589,16,20,21,32,46,5,11,135,4,14,False,1,1
2011-01-18 22:53:05.033192,590,7,10,11,14,19,3,6,61,2,5,False,0,1
2011-01-23 06:03:15.534097,591,8,27,46,49,50,6,9,180,3,19,False,1,1
2011-01-27 13:13:26.035003,592,2,22,29,38,40,5,7,131,4,20,False,0,1
2011-01-31 20:23:36.535908,593,12,32,40,43,46,5,7,173,4,20,False,1,1
2011-02-05 03:33:47.036813,594,13,14,17,28,48,3,11,120,3,20,True,1,0
2011-02-09 10:43:57.537718,595,3,11,12,21,35,3,11,82,1,14,False,3,1
2011-02-13 17:54:08.038624,596,2,14,18,21,50,3,9,105,4,29,False,2,1
2011-02-18 01:04:18.539529,597,3,6,8,37,39,7,12,93,2,29,False,3,0
2011-02-22 08:14:29.040434,598,17,24,38,47,50,3,6,176,3,14,False,1,1
2011-02-26 15:24:39.541339,599,9,12,31,33,47,1,6,132,1,19,False,3,0
2011-03-02 22:34:50.042245,600,8,16,23,35,50,4,6,132,3,15,False,0,2
2011-03-07 05:45:00.543150,601,16,20,22,24,36,3,5,118,5,12,False,2,1
2011-03-11 12:55:11.044055,602,3,11,12,41,47,8,10,114,1,29,False,2,0
2011-03-15 20:05:21.544960,603,2,22,26,43,44,8,10,137,4,20,False,0,0
2011-03-20 03:15:32.045866,604,2,11,17,29,46,5,12,105,2,17,False,0,0
2011-03-24 10:25:42.546771,605,2,4,10,20,46,2,10,82,5,26,False,0,2
2011-03-28 17:35:53.047676,606,9,21,40,45,47,1,6,162,1,19,False,3,2
2011-04-02 00:46:03.548581,607,27,34,38,39,47,3,11,185,2,8,False,2,0
2011-04-06 07:56:14.049487,608,3,25,26,40,50,6,7,144,3,22,False,1,3
2011-04-10 15:06:24.550392,609,2,7,9,19,26,4,5,63,2,10,False,1,0
2011-04-14 22:16:35.051297,610,15,16,23,26,40,4,11,120,3,14,False,1,2
2011-04-19 05:26:45.552202,611,3,10,12,13,48,2,10,86,3,35,True,3,1
2011-04-23 12:36:56.053108,612,8,13,17,20,32,2,11,90,3,12,True,0,1
2011-04-27 19:47:06.554013,613,16,17,35,38,46,11,12,152,3,18,False,0,1
2011-05-02 02:57:17.054918,614,1,4,7,14,30,5,6,56,3,16,False,1,1
2011-05-06 10:07:27.555823,615,20,25,29,31,36,1,8,141,2,5,False,1,2
2011-05-10 17:17:38.056729,616,1,2,14,48,49,2,3,114,3,34,False,1,0
2011-05-15 00:27:48.557634,617,5,24,36,41,45,3,7,151,2,19,False,3,2
2011-05-19 07:37:59.058539,618,8,34,37,38,45,7,9,162,3,26,False,1,1
2011-05-23 14:48:09.559444,619,2,16,30,42,48,4,5,138,5,14,False,3,1
2011-05-27 21:58:20.060350,620,2,8,11,23,37,1,6,81,2,14,False,0,0
2011-06-01 05:08:30.561255,621,14,39,42,47,49,10,11,191,2,25,False,2,0
2011-06-05 12:18:41.062160,622,9,21,28,29,37,2,3,124,1,12,False,2,0
2011-06-09 19:28:51.563065,623,13,15,18,29,45,9,10,120,1,16,True,3,2
2011-06-14 02:39:02.063971,624,2,22,34,38,48,2,10,144,5,20,False,1,0
2011-06-18 09:49:12.564876,625,1,14,16,43,48,1,5,122,3,27,False,1,0
2011-06-22 16:59:23.065781,626,9,16,30,37,40,4,5,132,3,14,False,2,2
2011-06-27 00:09:33.566686,627,1,6,9,10,21,8,12,47,2,11,False,3,1
2011-07-01 07:19:44.067592,628,4,15,41,43,50,3,6,153,2,26,False,1,2
2011-07-05 14:29:54.568497,629,2,3,16,22,32,11,12,75,4,13,False,1,0
2011-07-09 21:40:05.069402,630,6,8,35,42,50,5,8,141,4,27,False,2,2
2011-07-14 04:50:15.570307,631,4,10,37,38,50,2,6,139,4,27,False,0,2
